season,geography,week,target,predicted_value,predicted_per_100k,cases_q05,cases_q25,cases_q50,cases_q75,cases_q95
2026/2027,Cross River,9,cases,603.05658888,14.444400000000002,0.0,0.0,14.444400000000002,20.2963625,703.7475499999995
2026/2027,Cross River,10,cases,1288.1961584700002,30.854850000000003,0.0,13.523212500000003,30.854850000000003,36.706812500000005,720.1579999999996
2026/2027,Cross River,11,cases,3736.15024764,89.4882,0.0,72.1565625,89.4882,95.3401625,778.7913499999995
2026/2027,Cross River,12,cases,10398.304812000002,249.06000000000003,0.0,231.72836250000003,249.06000000000003,254.91196250000004,938.3631499999996
2026/2027,Cross River,13,cases,27893.448483170003,668.1033500000001,383.1790500000001,650.7717125000001,668.1033500000001,673.9553125000001,1357.4064999999996
2026/2027,Cross River,14,cases,68960.74881181,1651.7465499999998,1366.8222499999997,1634.4149125,1651.7465499999998,1657.5985124999995,2341.0497
2026/2027,Cross River,15,cases,85751.35785798001,2053.9149,1768.9906,2036.5832625000005,2053.9149,2059.7668625,2743.2180499999995
2026/2027,Cross River,16,cases,88368.84072176,2116.6088,1831.6845,2099.2771625,2116.6088,2122.4607625,2805.91195
2026/2027,Cross River,17,cases,47363.10732555,1134.44025,849.5159500000001,1117.1086125000002,1134.44025,1140.2922125,1823.7434
2026/2027,Cross River,18,cases,14594.197824490004,349.5599500000001,64.63565000000006,332.2283125000001,349.5599500000001,355.4119125000001,1038.8630999999996
2026/2027,Cross River,19,cases,3016.6961886700005,72.25585000000001,0.0,54.92421250000001,72.25585000000001,78.10781250000001,761.5589999999995
2026/2027,Cross River,20,cases,423.41174081,10.14155,0.0,0.0,10.14155,15.9935125,699.4446999999996
2026/2027,Cross River,21,cases,366.24736697,8.77235,0.0,0.0,8.77235,14.6243125,698.0754999999995
2026/2027,Cross River,22,cases,757.05220158,18.1329,0.0,0.8012625,18.1329,23.9848625,707.4360499999995
2026/2027,Cross River,23,cases,1159.00433959,27.76045,0.0,10.4288125,27.76045,33.6124125,717.0635999999995
2026/2027,Cross River,24,cases,1892.0480886600003,45.31830000000001,0.0,27.98666250000001,45.31830000000001,51.17026250000001,734.6214499999995
2026/2027,Cross River,25,cases,3258.24614579,78.04145,0.0,60.7098125,78.04145,83.8934125,767.3445999999994
2026/2027,Cross River,26,cases,10130.153714950002,242.63725000000005,0.0,225.30561250000005,242.63725000000005,248.4892125000001,931.9403999999996
2026/2027,Cross River,27,cases,12182.00695664,291.7832,6.8589000000000055,274.4515625,291.7832,297.63516250000004,981.0863499999996
2026/2027,Cross River,28,cases,11622.25785022,278.3761,0.0,261.0444625,278.3761,284.2280625,967.6792499999996
2026/2027,Cross River,29,cases,25490.08987013,610.53815,325.61385,593.2065124999999,610.53815,616.3901125,1299.8412999999996
2026/2027,Cross River,30,cases,11787.64918001,282.33755,0.0,265.0059125,282.33755,288.18951250000003,971.6406999999996
2026/2027,Cross River,31,cases,5884.55291434,140.9467,0.0,123.6150625,140.9467,146.7986625,830.2498499999995
2026/2027,Cross River,32,cases,807.0042283700001,19.32935,0.0,1.9977125000000024,19.32935,25.181312500000004,708.6324999999995
2026/2027,Cross River,33,cases,554.8100577600001,13.288800000000002,0.0,0.0,13.288800000000002,19.1407625,702.5919499999995
2026/2027,Cross River,34,cases,262.70060843999994,6.292199999999999,0.0,0.0,6.292199999999999,12.1441625,695.5953499999995
2026/2027,Cross River,35,cases,238.90716946,5.7223,0.0,0.0,5.7223,11.5742625,695.0254499999995
2026/2027,Cross River,36,cases,224.15264878,5.3689,0.0,0.0,5.3689,11.2208625,694.6720499999996
2026/2027,Cross River,37,cases,208.65288703,4.99765,0.0,0.0,4.99765,10.8496125,694.3007999999995
2026/2027,Cross River,38,cases,206.20841282,4.9391,0.0,0.0,4.9391,10.7910625,694.2422499999996
2026/2027,Cross River,39,cases,224.84778961000004,5.38555,0.0,0.0,5.38555,11.2375125,694.6886999999995
2026/2027,Cross River,40,cases,249.99184756000005,5.987800000000001,0.0,0.0,5.987800000000001,11.839762500000004,695.2909499999995
2026/2027,Cross River,41,cases,202.24423133000005,4.844150000000001,0.0,0.0,4.844150000000001,10.696112500000002,694.1472999999995
2026/2027,Cross River,42,cases,225.69531867,5.40585,0.0,0.0,5.40585,11.2578125,694.7089999999995
2026/2027,Cross River,43,cases,190.88608942,4.5721,0.0,0.0,4.5721,10.424062500000002,693.8752499999995
2026/2027,Cross River,44,cases,226.24642131,5.41905,0.0,0.0,5.41905,11.2710125,694.7221999999995
2026/2027,Cross River,45,cases,186.36036774,4.4637,0.0,0.0,4.4637,10.315662500000002,693.7668499999995
2026/2027,Cross River,46,cases,208.00158391,4.98205,0.0,0.0,4.98205,10.8340125,694.2851999999995
2026/2027,Cross River,47,cases,232.35030055000004,5.565250000000001,0.0,0.0,5.565250000000001,11.417212500000002,694.8683999999995
2026/2027,Cross River,48,cases,243.1114146,5.823,0.0,0.0,5.823,11.6749625,695.1261499999995
2026/2027,Cross River,49,cases,182.43584894,4.3697,0.0,0.0,4.3697,10.2216625,693.6728499999995
2026/2027,Cross River,50,cases,261.74244135000004,6.26925,0.0,0.0,6.26925,12.121212500000002,695.5723999999996
2026/2027,Cross River,51,cases,131.14781575,3.14125,0.0,0.0,3.14125,8.9932125,692.4443999999995
2026/2027,Cross River,52,cases,239.26204616000004,5.730800000000001,0.0,0.0,5.730800000000001,11.5827625,695.0339499999995
2026/2027,Delta,1,cases,1777.8172079265,29.10855,0.0,11.776912500000002,29.10855,34.9605125,718.4116999999995
2026/2027,Delta,2,cases,302.00273249250006,4.944750000000001,0.0,0.0,4.944750000000001,10.796712500000002,694.2478999999995
2026/2027,Delta,3,cases,368.7581774825,6.03775,0.0,0.0,6.03775,11.889712500000002,695.3408999999995
2026/2027,Delta,4,cases,308.05836137700004,5.043900000000001,0.0,0.0,5.043900000000001,10.895862500000002,694.3470499999995
2026/2027,Delta,5,cases,349.6171377205,5.72435,0.0,0.0,5.72435,11.5763125,695.0274999999995
2026/2027,Delta,6,cases,391.939356939,6.4173,0.0,0.0,6.4173,12.2692625,695.7204499999995
2026/2027,Delta,7,cases,351.6020891955,5.75685,0.0,0.0,5.75685,11.6088125,695.0599999999995
2026/2027,Delta,8,cases,445.2490460145,7.290150000000001,0.0,0.0,7.290150000000001,13.1421125,696.5932999999995
2026/2027,Delta,9,cases,772.0331342295,12.64065,0.0,0.0,12.64065,18.4926125,701.9437999999996
2026/2027,Delta,10,cases,2604.4120775465,42.64255,0.0,25.3109125,42.64255,48.4945125,731.9456999999995
2026/2027,Delta,11,cases,5021.487488654001,82.21780000000001,0.0,64.88616250000001,82.21780000000001,88.06976250000001,771.5209499999995
2026/2027,Delta,12,cases,16862.593361906504,276.09455,0.0,258.7629125,276.09455,281.94651250000004,965.3976999999996
2026/2027,Delta,13,cases,34770.7522788405,569.30835,284.38405,551.9767125000001,569.30835,575.1603125,1258.6114999999995
2026/2027,Delta,14,cases,95486.5518243715,1563.4200500000002,1278.49575,1546.0884125000002,1563.4200500000002,1569.2720125,2252.7231999999995
2026/2027,Delta,15,cases,149378.79362006905,2445.8083000000006,2160.8840000000005,2428.4766625000007,2445.8083000000006,2451.6602625000005,3135.1114500000003
2026/2027,Delta,16,cases,165886.560110076,2716.0932000000003,2431.1689,2698.7615625000003,2716.0932000000003,2721.9451625,3405.39635
2026/2027,Delta,17,cases,99283.290661464,1625.5848,1340.6605,1608.2531625,1625.5848,1631.4367625,2314.88795
2026/2027,Delta,18,cases,23625.744457698504,386.82895,101.90465,369.4973125,386.82895,392.6809125,1076.1320999999996
2026/2027,Delta,19,cases,4824.662754164499,78.99515,0.0,61.6635125,78.99515,84.8471125,768.2982999999995
2026/2027,Delta,20,cases,961.1012891090002,15.736300000000002,0.0,0.0,15.736300000000002,21.588262500000003,705.0394499999995
2026/2027,Delta,21,cases,723.7438455,11.85,0.0,0.0,11.85,17.7019625,701.1531499999995
2026/2027,Delta,22,cases,662.1767582885,10.84195,0.0,0.0,10.84195,16.693912500000003,700.1450999999995
2026/2027,Delta,23,cases,1542.4050167629998,25.2541,0.0,7.922462499999998,25.2541,31.1060625,714.5572499999995
2026/2027,Delta,24,cases,2253.097042872,36.8904,0.0,19.5587625,36.8904,42.7423625,726.1935499999995
2026/2027,Delta,25,cases,6336.294915522,103.7454,0.0,86.4137625,103.7454,109.5973625,793.0485499999995
2026/2027,Delta,26,cases,11056.591974902498,181.03175,0.0,163.7001125,181.03175,186.8837125,870.3348999999995
2026/2027,Delta,27,cases,15861.731967867505,259.70725000000004,0.0,242.37561250000005,259.70725000000004,265.55921250000006,949.0103999999995
2026/2027,Delta,28,cases,27427.0914359845,449.06915,164.14485000000002,431.7375125,449.06915,454.9211125000001,1138.3722999999995
2026/2027,Delta,29,cases,40646.79802274,665.5180000000001,380.5937000000001,648.1863625000001,665.5180000000001,671.3699625000002,1354.8211499999998
2026/2027,Delta,30,cases,23269.115860614,380.9898,96.0655,363.6581625,380.9898,386.8417625,1070.2929499999996
2026/2027,Delta,31,cases,10759.0446950285,176.15995,0.0,158.8283125,176.15995,182.0119125,865.4630999999995
2026/2027,Delta,32,cases,3394.4471947685,55.57795,0.0,38.2463125,55.57795,61.4299125,744.8810999999995
2026/2027,Delta,33,cases,503.84786732800006,8.249600000000001,0.0,0.0,8.249600000000001,14.101562500000002,697.5527499999995
2026/2027,Delta,34,cases,331.19068048950004,5.42265,0.0,0.0,5.42265,11.2746125,694.7257999999995
2026/2027,Delta,35,cases,272.0452340775,4.45425,0.0,0.0,4.45425,10.3062125,693.7573999999995
2026/2027,Delta,36,cases,318.2671195015,5.21105,0.0,0.0,5.21105,11.0630125,694.5141999999995
2026/2027,Delta,37,cases,206.9632558695,3.38865,0.0,0.0,3.38865,9.2406125,692.6917999999995
2026/2027,Delta,38,cases,258.24829444050005,4.228350000000001,0.0,0.0,4.228350000000001,10.080312500000002,693.5314999999995
2026/2027,Delta,39,cases,342.834711219,5.6133,0.0,0.0,5.6133,11.4652625,694.9164499999995
2026/2027,Delta,40,cases,260.3859344905,4.26335,0.0,0.0,4.26335,10.115312500000002,693.5664999999995
2026/2027,Delta,41,cases,322.64928160400007,5.282800000000001,0.0,0.0,5.282800000000001,11.1347625,694.5859499999995
2026/2027,Delta,42,cases,411.86216220500006,6.743500000000001,0.0,0.0,6.743500000000001,12.595462500000002,696.0466499999995
2026/2027,Delta,43,cases,312.9291269195,5.12365,0.0,0.0,5.12365,10.9756125,694.4267999999995
2026/2027,Delta,44,cases,251.21240490450003,4.11315,0.0,0.0,4.11315,9.9651125,693.4162999999995
2026/2027,Delta,45,cases,407.086063579,6.6653,0.0,0.0,6.6653,12.5172625,695.9684499999995
2026/2027,Delta,46,cases,290.926703262,4.7634,0.0,0.0,4.7634,10.6153625,694.0665499999996
2026/2027,Delta,47,cases,377.4828026580001,6.180600000000001,0.0,0.0,6.180600000000001,12.0325625,695.4837499999995
2026/2027,Delta,48,cases,335.047593894,5.4858,0.0,0.0,5.4858,11.3377625,694.7889499999995
2026/2027,Delta,49,cases,298.188571889,4.8823,0.0,0.0,4.8823,10.7342625,694.1854499999995
2026/2027,Delta,50,cases,270.5977463865,4.43055,0.0,0.0,4.43055,10.2825125,693.7336999999995
2026/2027,Delta,51,cases,261.8089920095,4.28665,0.0,0.0,4.28665,10.1386125,693.5897999999995
2026/2027,Delta,52,cases,328.182715562,5.3734,0.0,0.0,5.3734,11.2253625,694.6765499999995
2026/2027,Ebonyi,1,cases,1259.9998003125002,31.443750000000005,0.0,14.112112500000006,31.443750000000005,37.29571250000001,720.7468999999995
2026/2027,Ebonyi,2,cases,257.0930540675,6.41585,0.0,0.0,6.41585,12.267812500000002,695.7189999999995
2026/2027,Ebonyi,3,cases,207.74093308750005,5.1842500000000005,0.0,0.0,5.1842500000000005,11.0362125,694.4873999999995
2026/2027,Ebonyi,4,cases,240.497421635,6.0017,0.0,0.0,6.0017,11.8536625,695.3048499999995
2026/2027,Ebonyi,5,cases,224.00797881,5.5902,0.0,0.0,5.5902,11.442162500000002,694.8933499999995
2026/2027,Ebonyi,6,cases,290.64696646,7.2532,0.0,0.0,7.2532,13.1051625,696.5563499999995
2026/2027,Ebonyi,7,cases,326.00009144750004,8.13545,0.0,0.0,8.13545,13.9874125,697.4385999999995
2026/2027,Ebonyi,8,cases,336.45676242,8.3964,0.0,0.0,8.3964,14.2483625,697.6995499999995
2026/2027,Ebonyi,9,cases,584.9184046175001,14.596850000000002,0.0,0.0,14.596850000000002,20.448812500000003,703.8999999999995
2026/2027,Ebonyi,10,cases,1366.2935938425,34.09635,0.0,16.7647125,34.09635,39.9483125,723.3994999999995
2026/2027,Ebonyi,11,cases,2385.5415181775,59.53205,0.0,42.2004125,59.53205,65.3840125,748.8351999999995
2026/2027,Ebonyi,12,cases,11536.8496921875,287.90625,2.9819499999999834,270.5746125,287.90625,293.7582125,977.2093999999996
2026/2027,Ebonyi,13,cases,30930.560250115,771.8833000000001,486.95900000000006,754.5516625,771.8833000000001,777.7352625000001,1461.1864499999997
2026/2027,Ebonyi,14,cases,67529.213197645,1685.2159,1400.2916,1667.8842625000002,1685.2159,1691.0678625,2374.51905
2026/2027,Ebonyi,15,cases,135404.6425837125,3379.07175,3094.14745,3361.7401125,3379.07175,3384.9237125,4068.3749
2026/2027,Ebonyi,16,cases,51889.84222361249,1294.9297499999998,1010.0054499999998,1277.5981124999998,1294.9297499999998,1300.7817124999997,1984.2328999999995
2026/2027,Ebonyi,17,cases,63495.05197652251,1584.5419500000005,1299.61765,1567.2103125000003,1584.5419500000005,1590.3939125000002,2273.8450999999995
2026/2027,Ebonyi,18,cases,23780.64567663,593.4546,308.5303,576.1229625000001,593.4546,599.3065625,1282.7577499999995
2026/2027,Ebonyi,19,cases,2614.3500686775,65.24205,0.0,47.91041250000001,65.24205,71.0940125,754.5451999999996
2026/2027,Ebonyi,20,cases,643.849629625,16.0675,0.0,0.0,16.0675,21.9194625,705.3706499999995
2026/2027,Ebonyi,21,cases,251.885756145,6.285900000000001,0.0,0.0,6.285900000000001,12.1378625,695.5890499999995
2026/2027,Ebonyi,22,cases,639.0550686675,15.94785,0.0,0.0,15.94785,21.7998125,705.2509999999995
2026/2027,Ebonyi,23,cases,813.9112842475,20.31145,0.0,2.9798125000000013,20.31145,26.1634125,709.6145999999995
2026/2027,Ebonyi,24,cases,1821.448298095,45.4549,0.0,28.123262500000003,45.4549,51.3068625,734.7580499999995
2026/2027,Ebonyi,25,cases,3722.434615785,92.8947,0.0,75.5630625,92.8947,98.7466625,782.1978499999996
2026/2027,Ebonyi,26,cases,7394.102584875,184.5225,0.0,167.1908625,184.5225,190.3744625,873.8256499999995
2026/2027,Ebonyi,27,cases,11700.54798467,291.9914,7.067099999999982,274.6597625,291.9914,297.8433625,981.2945499999996
2026/2027,Ebonyi,28,cases,17814.102078392498,444.55735,159.63304999999997,427.2257125,444.55735,450.4093125,1133.8604999999995
2026/2027,Ebonyi,29,cases,16947.64497063,422.9346000000001,138.01030000000003,405.6029625000001,422.9346000000001,428.78656250000006,1112.2377499999996
2026/2027,Ebonyi,30,cases,12967.19365155,323.601,38.67669999999998,306.2693625,323.601,329.4529625,1012.9041499999996
2026/2027,Ebonyi,31,cases,10969.508672977505,273.74805000000003,0.0,256.41641250000004,273.74805000000003,279.60001250000005,963.0511999999997
2026/2027,Ebonyi,32,cases,1594.2025380450002,39.7839,0.0,22.452262500000003,39.7839,45.6358625,729.0870499999995
2026/2027,Ebonyi,33,cases,646.4883411925,16.13335,0.0,0.0,16.13335,21.9853125,705.4364999999995
2026/2027,Ebonyi,34,cases,237.75051688250005,5.933150000000001,0.0,0.0,5.933150000000001,11.785112500000002,695.2362999999995
2026/2027,Ebonyi,35,cases,239.7020013675,5.98185,0.0,0.0,5.98185,11.8338125,695.2849999999995
2026/2027,Ebonyi,36,cases,232.435025775,5.8005,0.0,0.0,5.8005,11.652462500000002,695.1036499999996
2026/2027,Ebonyi,37,cases,246.099424325,6.141500000000001,0.0,0.0,6.141500000000001,11.9934625,695.4446499999995
2026/2027,Ebonyi,38,cases,162.1675592725,4.04695,0.0,0.0,4.04695,9.898912500000002,693.3500999999995
2026/2027,Ebonyi,39,cases,189.9491648875,4.74025,0.0,0.0,4.74025,10.5922125,694.0433999999995
2026/2027,Ebonyi,40,cases,141.4104963725,3.52895,0.0,0.0,3.52895,9.3809125,692.8320999999995
2026/2027,Ebonyi,41,cases,175.33707418,4.3756,0.0,0.0,4.3756,10.2275625,693.6787499999995
2026/2027,Ebonyi,42,cases,216.63481361,5.4062,0.0,0.0,5.4062,11.2581625,694.7093499999995
2026/2027,Ebonyi,43,cases,230.20905117250004,5.744950000000001,0.0,0.0,5.744950000000001,11.596912500000002,695.0480999999995
2026/2027,Ebonyi,44,cases,167.64534015750002,4.18365,0.0,0.0,4.18365,10.0356125,693.4867999999994
2026/2027,Ebonyi,45,cases,177.54902374000002,4.4308000000000005,0.0,0.0,4.4308000000000005,10.2827625,693.7339499999995
2026/2027,Ebonyi,46,cases,218.24568992,5.446400000000001,0.0,0.0,5.446400000000001,11.2983625,694.7495499999995
2026/2027,Ebonyi,47,cases,161.087631,4.02,0.0,0.0,4.02,9.8719625,693.3231499999995
2026/2027,Ebonyi,48,cases,204.5031518475,5.1034500000000005,0.0,0.0,5.1034500000000005,10.9554125,694.4065999999995
2026/2027,Ebonyi,49,cases,216.1559585875,5.39425,0.0,0.0,5.39425,11.246212500000002,694.6973999999996
2026/2027,Ebonyi,50,cases,154.311531895,3.8509,0.0,0.0,3.8509,9.702862500000002,693.1540499999995
2026/2027,Ebonyi,51,cases,311.39401147250004,7.770950000000001,0.0,0.0,7.770950000000001,13.622912500000002,697.0740999999995
2026/2027,Ebonyi,52,cases,239.26321789500005,5.9709,0.0,0.0,5.9709,11.8228625,695.2740499999995
2026/2027,Edo,1,cases,1604.0626697050002,29.01805,0.0,11.686412500000005,29.01805,34.8700125,718.3211999999995
2026/2027,Edo,2,cases,270.73555037,4.8977,0.0,0.0,4.8977,10.7496625,694.2008499999995
2026/2027,Edo,3,cases,344.75845408,6.236800000000001,0.0,0.0,6.236800000000001,12.0887625,695.5399499999995
2026/2027,Edo,4,cases,404.38694055,7.3155,0.0,0.0,7.3155,13.1674625,696.6186499999995
2026/2027,Edo,5,cases,344.99891381500004,6.241150000000001,0.0,0.0,6.241150000000001,12.093112500000002,695.5442999999995
2026/2027,Edo,6,cases,289.96127355,5.2455,0.0,0.0,5.2455,11.0974625,694.5486499999995
2026/2027,Edo,7,cases,530.9959007900001,9.6059,0.0,0.0,9.6059,15.4578625,698.9090499999995
2026/2027,Edo,8,cases,521.9855704900001,9.442900000000002,0.0,0.0,9.442900000000002,15.294862500000002,698.7460499999995
2026/2027,Edo,9,cases,876.59458199,15.8579,0.0,0.0,15.8579,21.7098625,705.1610499999995
2026/2027,Edo,10,cases,1934.0038290800003,34.9868,0.0,17.655162500000003,34.9868,40.8387625,724.2899499999995
2026/2027,Edo,11,cases,4014.845639095001,72.62995000000001,0.0,55.29831250000001,72.62995000000001,78.4819125,761.9330999999995
2026/2027,Edo,12,cases,16002.089569635003,289.48335000000003,4.559050000000013,272.15171250000003,289.48335000000003,295.33531250000004,978.7864999999996
2026/2027,Edo,13,cases,43122.537018865005,780.1016500000001,495.1773500000001,762.7700125000001,780.1016500000001,785.9536125000001,1469.4047999999996
2026/2027,Edo,14,cases,81164.68774303501,1468.2973500000005,1183.37305,1450.9657125000003,1468.2973500000005,1474.1493125000002,2157.6005
2026/2027,Edo,15,cases,160497.24366748004,2903.4508000000005,2618.5265000000004,2886.1191625000006,2903.4508000000005,2909.3027625000004,3592.7539500000003
2026/2027,Edo,16,cases,139972.89695932504,2532.1582500000004,2247.2339500000003,2514.8266125000005,2532.1582500000004,2538.0102125000003,3221.4614
2026/2027,Edo,17,cases,73776.13950769501,1334.6359500000003,1049.7116500000002,1317.3043125000004,1334.6359500000003,1340.4879125000002,2023.9391
2026/2027,Edo,18,cases,23796.28785011,430.4831,145.55879999999996,413.1514625,430.4831,436.3350625,1119.7862499999994
2026/2027,Edo,19,cases,3748.394141475,67.80975000000001,0.0,50.47811250000001,67.80975000000001,73.66171250000001,757.1128999999995
2026/2027,Edo,20,cases,1105.60622248,20.0008,0.0,2.6691625000000023,20.0008,25.852762500000004,709.3039499999995
2026/2027,Edo,21,cases,546.4461297400001,9.8854,0.0,0.0,9.8854,15.7373625,699.1885499999995
2026/2027,Edo,22,cases,737.440256955,13.34055,0.0,0.0,13.34055,19.1925125,702.6436999999995
2026/2027,Edo,23,cases,1333.7803997550002,24.128550000000004,0.0,6.796912500000005,24.128550000000004,29.980512500000003,713.4316999999995
2026/2027,Edo,24,cases,3020.254424845,54.63745,0.0,37.3058125,54.63745,60.4894125,743.9405999999994
2026/2027,Edo,25,cases,4532.657713035001,81.99735000000001,0.0,64.66571250000001,81.99735000000001,87.84931250000001,771.3004999999995
2026/2027,Edo,26,cases,10081.810587445,182.38345,0.0,165.0518125,182.38345,188.2354125,871.6865999999995
2026/2027,Edo,27,cases,19881.08375017,359.6557,74.73140000000001,342.3240625,359.6557,365.5076625,1048.9588499999995
2026/2027,Edo,28,cases,27385.431313295,495.4119500000001,210.48765000000003,478.0803125000001,495.4119500000001,501.26391250000006,1184.7150999999994
2026/2027,Edo,29,cases,39274.418421085,710.48785,425.56355,693.1562125,710.48785,716.3398125,1399.7909999999997
2026/2027,Edo,30,cases,17994.12158419,325.5199,40.59559999999999,308.1882625,325.5199,331.3718625,1014.8230499999996
2026/2027,Edo,31,cases,8460.094856505002,153.04605000000004,0.0,135.71441250000004,153.04605000000004,158.89801250000005,842.3491999999995
2026/2027,Edo,32,cases,2079.940776985,37.62685,0.0,20.2952125,37.62685,43.4788125,726.9299999999995
2026/2027,Edo,33,cases,578.40792716,10.4636,0.0,0.0,10.4636,16.3155625,699.7667499999995
2026/2027,Edo,34,cases,239.058435165,4.32465,0.0,0.0,4.32465,10.1766125,693.6277999999995
2026/2027,Edo,35,cases,250.357278805,4.52905,0.0,0.0,4.52905,10.3810125,693.8321999999995
2026/2027,Edo,36,cases,374.9568801100001,6.783100000000001,0.0,0.0,6.783100000000001,12.635062500000002,696.0862499999995
2026/2027,Edo,37,cases,220.031713145,3.98045,0.0,0.0,3.98045,9.8324125,693.2835999999995
2026/2027,Edo,38,cases,222.690589755,4.02855,0.0,0.0,4.02855,9.880512500000002,693.3316999999995
2026/2027,Edo,39,cases,245.65034859,4.4439,0.0,0.0,4.4439,10.295862500000002,693.7470499999995
2026/2027,Edo,40,cases,215.366241505,3.89605,0.0,0.0,3.89605,9.748012500000002,693.1991999999995
2026/2027,Edo,41,cases,285.21288476,5.1596,0.0,0.0,5.1596,11.0115625,694.4627499999995
2026/2027,Edo,42,cases,301.555855025,5.45525,0.0,0.0,5.45525,11.307212500000002,694.7583999999995
2026/2027,Edo,43,cases,264.00267779,4.7759,0.0,0.0,4.7759,10.6278625,694.0790499999995
2026/2027,Edo,44,cases,277.41590875500003,5.01855,0.0,0.0,5.01855,10.8705125,694.3216999999995
2026/2027,Edo,45,cases,327.09710113,5.9173,0.0,0.0,5.9173,11.7692625,695.2204499999995
2026/2027,Edo,46,cases,194.410313795,3.51695,0.0,0.0,3.51695,9.3689125,692.8200999999995
2026/2027,Edo,47,cases,224.88789423,4.0683,0.0,0.0,4.0683,9.9202625,693.3714499999995
2026/2027,Edo,48,cases,269.51390436,4.8756,0.0,0.0,4.8756,10.7275625,694.1787499999995
2026/2027,Edo,49,cases,259.16031623,4.6883,0.0,0.0,4.6883,10.5402625,693.9914499999995
2026/2027,Edo,50,cases,218.90680381,3.9601,0.0,0.0,3.9601,9.8120625,693.2632499999995
2026/2027,Edo,51,cases,340.19524692500005,6.15425,0.0,0.0,6.15425,12.0062125,695.4573999999996
2026/2027,Edo,52,cases,213.619453545,3.86445,0.0,0.0,3.86445,9.7164125,693.1675999999995
2026/2027,Ekiti,1,cases,930.889811026,27.3938,0.0,10.062162500000005,27.3938,33.245762500000005,716.6969499999996
2026/2027,Ekiti,2,cases,274.746008627,8.0851,0.0,0.0,8.0851,13.9370625,697.3882499999995
2026/2027,Ekiti,3,cases,160.64202132100002,4.7273000000000005,0.0,0.0,4.7273000000000005,10.579262500000002,694.0304499999995
2026/2027,Ekiti,4,cases,158.290482837,4.6581,0.0,0.0,4.6581,10.5100625,693.9612499999995
2026/2027,Ekiti,5,cases,232.350352375,6.8375,0.0,0.0,6.8375,12.6894625,696.1406499999995
2026/2027,Ekiti,6,cases,208.29635648050004,6.129650000000001,0.0,0.0,6.129650000000001,11.9816125,695.4327999999995
2026/2027,Ekiti,7,cases,189.34812152850003,5.572050000000001,0.0,0.0,5.572050000000001,11.424012500000002,694.8751999999995
2026/2027,Ekiti,8,cases,338.59945354549995,9.96415,0.0,0.0,9.96415,15.8161125,699.2672999999995
2026/2027,Ekiti,9,cases,401.5031079925,11.81525,0.0,0.0,11.81525,17.6672125,701.1183999999995
2026/2027,Ekiti,10,cases,928.5994397280002,27.326400000000003,0.0,9.994762500000004,27.326400000000003,33.178362500000006,716.6295499999995
2026/2027,Ekiti,11,cases,2895.8584758600005,85.218,0.0,67.8863625,85.218,91.0699625,774.5211499999995
2026/2027,Ekiti,12,cases,9885.256114876,290.89880000000005,5.974500000000035,273.56716250000005,290.89880000000005,296.75076250000006,980.2019499999996
2026/2027,Ekiti,13,cases,40170.055906708505,1182.10605,897.1817500000001,1164.7744125000002,1182.10605,1187.9580125,1871.4092
2026/2027,Ekiti,14,cases,80650.103713888,2373.3344,2088.4101,2356.0027625,2373.3344,2379.1863625,3062.6375499999995
2026/2027,Ekiti,15,cases,101579.10035832952,2989.22335,2704.29905,2971.8917125000003,2989.22335,2995.0753125,3678.5265
2026/2027,Ekiti,16,cases,63796.107477979,1877.3627,1592.4384,1860.0310625,1877.3627,1883.2146625,2566.6658499999994
2026/2027,Ekiti,17,cases,36982.80545218701,1088.3131,803.3888000000001,1070.9814625,1088.3131,1094.1650625,1777.6162499999996
2026/2027,Ekiti,18,cases,12286.4504602885,361.5600500000001,76.63575000000003,344.22841250000005,361.5600500000001,367.41201250000006,1050.8631999999996
2026/2027,Ekiti,19,cases,2565.0068658745004,75.48185000000001,0.0,58.15021250000001,75.48185000000001,81.33381250000001,764.7849999999995
2026/2027,Ekiti,20,cases,526.4472799285,15.492050000000004,0.0,0.0,15.492050000000004,21.344012500000005,704.7951999999995
2026/2027,Ekiti,21,cases,393.2506351480001,11.572400000000002,0.0,0.0,11.572400000000002,17.4243625,700.8755499999995
2026/2027,Ekiti,22,cases,382.9966360505,11.27065,0.0,0.0,11.27065,17.122612500000002,700.5737999999996
2026/2027,Ekiti,23,cases,736.062129085,21.6605,0.0,4.3288625,21.6605,27.5124625,710.9636499999995
2026/2027,Ekiti,24,cases,1189.1546612030002,34.993900000000004,0.0,17.662262500000004,34.993900000000004,40.8458625,724.2970499999996
2026/2027,Ekiti,25,cases,1957.1069823445,57.59285,0.0,40.2612125,57.59285,63.4448125,746.8959999999995
2026/2027,Ekiti,26,cases,4850.556150711501,142.73995000000002,0.0,125.40831250000002,142.73995000000002,148.59191250000003,832.0430999999995
2026/2027,Ekiti,27,cases,11198.5920572785,329.54705,44.62275,312.2154125,329.54705,335.3990125,1018.8501999999996
2026/2027,Ekiti,28,cases,16844.107540839,495.6807,210.7564,478.3490625,495.6807,501.5326625,1184.9838499999996
2026/2027,Ekiti,29,cases,15816.8131474115,465.44995,180.52565,448.1183125,465.44995,471.3019125,1154.7530999999994
2026/2027,Ekiti,30,cases,9633.1470623345,283.47985000000006,0.0,266.14821250000006,283.47985000000006,289.33181250000007,972.7829999999996
