season,state,region,zone,epi_week_of_season,population,cases_per_100k,cases_q05,cases_q25,cases_q50,cases_q75,cases_q95,cases,cases_q05_count,cases_q25_count,cases_q50_count,cases_q75_count,cases_q95_count
2026/2027,Ebonyi,South,SE,33,4007155,16.13335,0.0,0.0,16.13335,21.9853125,705.4364999999995,646.4883411925,0.0,0.0,646.4883411925,880.985549109375,28267.933981574977
2026/2027,Ebonyi,South,SE,34,4007155,5.933150000000001,0.0,0.0,5.933150000000001,11.785112500000002,695.2362999999995,237.75051688250005,0.0,0.0,237.75051688250005,472.2477247993751,27859.196157264978
2026/2027,Ebonyi,South,SE,35,4007155,5.98185,0.0,0.0,5.98185,11.8338125,695.2849999999995,239.70200136749997,0.0,0.0,239.70200136749997,474.199209284375,27861.147641749983
2026/2027,Ebonyi,South,SE,36,4007155,5.8005,0.0,0.0,5.8005,11.652462500000002,695.1036499999996,232.435025775,0.0,0.0,232.435025775,466.9322336918751,27853.880666157485
2026/2027,Ebonyi,South,SE,37,4007155,6.141500000000001,0.0,0.0,6.141500000000001,11.993462500000001,695.4446499999995,246.099424325,0.0,0.0,246.099424325,480.59663224187506,27867.54506470748
2026/2027,Ebonyi,South,SE,38,4007155,4.04695,0.0,0.0,4.04695,9.898912500000002,693.3500999999995,162.1675592725,0.0,0.0,162.1675592725,396.6647671893751,27783.61319965498
2026/2027,Ebonyi,South,SE,39,4007155,4.74025,0.0,0.0,4.74025,10.5922125,694.0433999999995,189.9491648875,0.0,0.0,189.9491648875,424.446372804375,27811.394805269974
2026/2027,Ebonyi,South,SE,40,4007155,3.52895,0.0,0.0,3.52895,9.3809125,692.8320999999995,141.4104963725,0.0,0.0,141.4104963725,375.90770428937503,27762.85613675498
2026/2027,Ebonyi,South,SE,41,4007155,4.3756,0.0,0.0,4.3756,10.227562500000001,693.6787499999995,175.33707418,0.0,0.0,175.33707418,409.83428209687503,27796.78271456248
2026/2027,Ebonyi,South,SE,42,4007155,5.4062,0.0,0.0,5.4062,11.258162500000001,694.7093499999995,216.63481361,0.0,0.0,216.63481361,451.13202152687506,27838.080453992483
2026/2027,Ebonyi,South,SE,43,4007155,5.744950000000001,0.0,0.0,5.744950000000001,11.596912500000002,695.0480999999995,230.20905117250004,0.0,0.0,230.20905117250004,464.70625908937507,27851.65469155498
2026/2027,Ebonyi,South,SE,44,4007155,4.18365,0.0,0.0,4.18365,10.035612500000001,693.4867999999994,167.64534015750002,0.0,0.0,167.64534015750002,402.14254807437504,27789.09098053998
2026/2027,Ebonyi,South,SE,45,4007155,4.4308000000000005,0.0,0.0,4.4308000000000005,10.2827625,693.7339499999995,177.54902374000002,0.0,0.0,177.54902374000002,412.046231656875,27798.99466412248
2026/2027,Ebonyi,South,SE,46,4007155,5.446400000000001,0.0,0.0,5.446400000000001,11.298362500000001,694.7495499999995,218.24568992000002,0.0,0.0,218.24568992000002,452.74289783687504,27839.69133030248
2026/2027,Ebonyi,South,SE,47,4007155,4.02,0.0,0.0,4.02,9.8719625,693.3231499999995,161.087631,0.0,0.0,161.087631,395.58483891687507,27782.53327138248
2026/2027,Ebonyi,South,SE,48,4007155,5.1034500000000005,0.0,0.0,5.1034500000000005,10.955412500000001,694.4065999999995,204.50315184750002,0.0,0.0,204.50315184750002,439.000359764375,27825.948792229978
2026/2027,Ebonyi,South,SE,49,4007155,5.39425,0.0,0.0,5.39425,11.246212500000002,694.6973999999996,216.1559585875,0.0,0.0,216.1559585875,450.6531665043751,27837.601598969984
2026/2027,Ebonyi,South,SE,50,4007155,3.8509,0.0,0.0,3.8509,9.702862500000002,693.1540499999995,154.311531895,0.0,0.0,154.311531895,388.80873981187506,27775.757172277477
2026/2027,Ebonyi,South,SE,51,4007155,7.770950000000001,0.0,0.0,7.770950000000001,13.622912500000002,697.0740999999995,311.39401147250004,0.0,0.0,311.39401147250004,545.8912193893751,27932.839651854978
2026/2027,Ebonyi,South,SE,52,4007155,5.9709,0.0,0.0,5.9709,11.822862500000001,695.2740499999995,239.26321789500003,0.0,0.0,239.26321789500003,473.760425811875,27860.70885827748
2026/2027,Edo,South,SS,1,5527810,29.018050000000002,0.0,11.686412500000003,29.018050000000002,34.8700125,718.3211999999995,1604.0626697050002,0.0,646.0026788162502,1604.0626697050002,1927.54803797625,39707.43112571997
2026/2027,Edo,South,SS,2,5527810,4.8977,0.0,0.0,4.8977,10.749662500000001,694.2008499999995,270.73555037,0.0,0.0,270.73555037,594.22091864125,38374.10400638497
2026/2027,Edo,South,SS,3,5527810,6.236800000000001,0.0,0.0,6.236800000000001,12.088762500000001,695.5399499999995,344.75845408,0.0,0.0,344.75845408,668.2438223512501,38448.12691009497
2026/2027,Edo,South,SS,4,5527810,7.3155,0.0,0.0,7.3155,13.167462500000001,696.6186499999995,404.38694055,0.0,0.0,404.38694055,727.87230882125,38507.75539656497
2026/2027,Edo,South,SS,5,5527810,6.241150000000001,0.0,0.0,6.241150000000001,12.093112500000002,695.5442999999995,344.99891381500004,0.0,0.0,344.99891381500004,668.4842820862501,38448.36736982997
2026/2027,Edo,South,SS,6,5527810,5.2455,0.0,0.0,5.2455,11.0974625,694.5486499999995,289.96127355,0.0,0.0,289.96127355,613.4466418212501,38393.329729564975
2026/2027,Edo,South,SS,7,5527810,9.6059,0.0,0.0,9.6059,15.457862500000001,698.9090499999995,530.9959007900001,0.0,0.0,530.9959007900001,854.4812690612501,38634.364356804974
2026/2027,Edo,South,SS,8,5527810,9.442900000000002,0.0,0.0,9.442900000000002,15.294862500000002,698.7460499999995,521.9855704900001,0.0,0.0,521.9855704900001,845.4709387612501,38625.354026504974
2026/2027,Edo,South,SS,9,5527810,15.8579,0.0,0.0,15.8579,21.7098625,705.1610499999995,876.59458199,0.0,0.0,876.59458199,1200.07995026125,38979.96303800497
2026/2027,Edo,South,SS,10,5527810,34.9868,0.0,17.655162500000003,34.9868,40.8387625,724.2899499999995,1934.0038290800003,0.0,975.9438381912502,1934.0038290800003,2257.48919735125,40037.37228509497
2026/2027,Edo,South,SS,11,5527810,72.62995000000001,0.0,55.29831250000001,72.62995000000001,78.4819125,761.9330999999995,4014.8456390950005,0.0,3056.7856482062507,4014.8456390950005,4338.331007366251,42118.21409510997
2026/2027,Edo,South,SS,12,5527810,289.48335000000003,4.559050000000013,272.15171250000003,289.48335000000003,295.33531250000004,978.7864999999995,16002.089569635003,252.01562180500076,15044.029578746253,16002.089569635003,16325.574937906253,54105.45802564997
2026/2027,Edo,South,SS,13,5527810,780.1016500000001,495.17735000000005,762.7700125000001,780.1016500000001,785.9536125000001,1469.4047999999996,43122.537018865005,27372.463071035003,42164.47702797625,43122.537018865005,43446.02238713625,81225.90547487998
2026/2027,Edo,South,SS,14,5527810,1468.2973500000003,1183.3730500000001,1450.9657125000003,1468.2973500000003,1474.1493125000002,2157.6004999999996,81164.68774303501,65414.61379520501,80206.62775214628,81164.68774303501,81488.17311130626,119268.05619904997
2026/2027,Edo,South,SS,15,5527810,2903.4508000000005,2618.5265000000004,2886.1191625000006,2903.4508000000005,2909.3027625000004,3592.7539500000003,160497.24366748004,144747.16971965003,159539.1836765913,160497.24366748004,160820.72903575125,198600.61212349503
2026/2027,Edo,South,SS,16,5527810,2532.1582500000004,2247.2339500000003,2514.8266125000005,2532.1582500000004,2538.0102125000003,3221.4614,139972.89695932504,124222.82301149501,139014.83696843628,139972.89695932504,140296.38232759625,178076.26541534
2026/2027,Edo,South,SS,17,5527810,1334.6359500000003,1049.7116500000002,1317.3043125000004,1334.6359500000003,1340.4879125000002,2023.9390999999998,73776.13950769501,58026.065559865005,72818.07951680628,73776.13950769501,74099.62487596626,111879.50796370998
2026/2027,Edo,South,SS,18,5527810,430.4831,145.55879999999996,413.1514625,430.4831,436.3350625,1119.7862499999994,23796.28785011,8046.213902279998,22838.22785922125,23796.28785011,24119.773218381248,61899.65630612496
2026/2027,Edo,South,SS,19,5527810,67.80975000000001,0.0,50.47811250000001,67.80975000000001,73.66171250000001,757.1128999999995,3748.394141475,0.0,2790.3341505862504,3748.394141475,4071.8795097462507,41851.76259748997
2026/2027,Edo,South,SS,20,5527810,20.0008,0.0,2.6691625000000023,20.0008,25.852762500000004,709.3039499999995,1105.60622248,0.0,147.54623159125012,1105.60622248,1429.0915907512504,39208.974678494975
2026/2027,Edo,South,SS,21,5527810,9.8854,0.0,0.0,9.8854,15.737362500000001,699.1885499999995,546.4461297400001,0.0,0.0,546.4461297400001,869.93149801125,38649.81458575497
2026/2027,Edo,South,SS,22,5527810,13.34055,0.0,0.0,13.34055,19.1925125,702.6436999999995,737.440256955,0.0,0.0,737.440256955,1060.92562522625,38840.80871296997
2026/2027,Edo,South,SS,23,5527810,24.128550000000004,0.0,6.796912500000005,24.128550000000004,29.980512500000003,713.4316999999995,1333.7803997550002,0.0,375.7204088662503,1333.7803997550002,1657.2657680262503,39437.14885576997
2026/2027,Edo,South,SS,24,5527810,54.63745,0.0,37.3058125,54.63745,60.4894125,743.9405999999994,3020.254424845,0.0,2062.19443395625,3020.254424845,3343.73979311625,41123.62288085997
2026/2027,Edo,South,SS,25,5527810,81.99735000000001,0.0,64.66571250000001,81.99735000000001,87.84931250000001,771.3004999999995,4532.657713035001,0.0,3574.597722146251,4532.657713035001,4856.143081306251,42636.026169049976
2026/2027,Edo,South,SS,26,5527810,182.38345,0.0,165.0518125,182.38345,188.23541250000002,871.6865999999995,10081.810587445001,0.0,9123.75059655625,10081.810587445001,10405.29595571625,48185.179043459975
2026/2027,Edo,South,SS,27,5527810,359.6557,74.73140000000001,342.3240625,359.6557,365.50766250000004,1048.9588499999995,19881.08375017,4131.0098023400005,18923.023759281252,19881.08375017,20204.569118441254,57984.45220618498
2026/2027,Edo,South,SS,28,5527810,495.41195000000005,210.48765000000003,478.08031250000005,495.41195000000005,501.26391250000006,1184.7150999999994,27385.431313295,11635.357365465003,26427.371322406252,27385.431313295,27708.916681566254,65488.79976930997
2026/2027,Edo,South,SS,29,5527810,710.48785,425.56354999999996,693.1562125,710.48785,716.3398125,1399.7909999999995,39274.418421085,23524.344473255,38316.358430196255,39274.418421085,39597.90378935625,77377.78687709998
2026/2027,Edo,South,SS,30,5527810,325.5199,40.59559999999999,308.1882625,325.5199,331.3718625,1014.8230499999995,17994.12158419,2244.0476363599996,17036.061593301252,17994.12158419,18317.606952461254,56097.490040204975
2026/2027,Edo,South,SS,31,5527810,153.04605000000004,0.0,135.71441250000004,153.04605000000004,158.89801250000005,842.3491999999995,8460.094856505002,0.0,7502.034865616252,8460.094856505002,8783.580224776253,46563.46331251997
2026/2027,Edo,South,SS,32,5527810,37.62685,0.0,20.295212499999998,37.62685,43.4788125,726.9299999999995,2079.940776985,0.0,1121.88078609625,2079.940776985,2403.42614525625,40183.30923299997
2026/2027,Edo,South,SS,33,5527810,10.4636,0.0,0.0,10.4636,16.3155625,699.7667499999995,578.40792716,0.0,0.0,578.40792716,901.8932954312498,38681.776383174976
2026/2027,Edo,South,SS,34,5527810,4.32465,0.0,0.0,4.32465,10.176612500000001,693.6277999999995,239.058435165,0.0,0.0,239.058435165,562.54380343625,38342.42689117997
2026/2027,Edo,South,SS,35,5527810,4.52905,0.0,0.0,4.52905,10.3810125,693.8321999999995,250.357278805,0.0,0.0,250.357278805,573.84264707625,38353.72573481997
2026/2027,Edo,South,SS,36,5527810,6.783100000000001,0.0,0.0,6.783100000000001,12.635062500000002,696.0862499999995,374.9568801100001,0.0,0.0,374.9568801100001,698.44224838125,38478.32533612497
2026/2027,Edo,South,SS,37,5527810,3.98045,0.0,0.0,3.98045,9.8324125,693.2835999999995,220.031713145,0.0,0.0,220.031713145,543.51708141625,38323.40016915998
2026/2027,Edo,South,SS,38,5527810,4.02855,0.0,0.0,4.02855,9.880512500000002,693.3316999999995,222.690589755,0.0,0.0,222.690589755,546.1759580262501,38326.05904576997
2026/2027,Edo,South,SS,39,5527810,4.4439,0.0,0.0,4.4439,10.295862500000002,693.7470499999995,245.65034859000002,0.0,0.0,245.65034859000002,569.1357168612501,38349.01880460497
2026/2027,Edo,South,SS,40,5527810,3.89605,0.0,0.0,3.89605,9.748012500000002,693.1991999999995,215.366241505,0.0,0.0,215.366241505,538.85160977625,38318.73469751997
2026/2027,Edo,South,SS,41,5527810,5.1596,0.0,0.0,5.1596,11.0115625,694.4627499999995,285.21288476,0.0,0.0,285.21288476,608.69825303125,38388.58134077497
2026/2027,Edo,South,SS,42,5527810,5.45525,0.0,0.0,5.45525,11.307212500000002,694.7583999999995,301.555855025,0.0,0.0,301.555855025,625.0412232962501,38404.92431103997
2026/2027,Edo,South,SS,43,5527810,4.7759,0.0,0.0,4.7759,10.6278625,694.0790499999995,264.00267779,0.0,0.0,264.00267779,587.4880460612501,38367.37113380497
2026/2027,Edo,South,SS,44,5527810,5.01855,0.0,0.0,5.01855,10.8705125,694.3216999999995,277.41590875500003,0.0,0.0,277.41590875500003,600.90127702625,38380.78436476997
2026/2027,Edo,South,SS,45,5527810,5.9173,0.0,0.0,5.9173,11.7692625,695.2204499999995,327.09710113,0.0,0.0,327.09710113,650.58246940125,38430.46555714497
2026/2027,Edo,South,SS,46,5527810,3.5169499999999996,0.0,0.0,3.5169499999999996,9.3689125,692.8200999999995,194.41031379499998,0.0,0.0,194.41031379499998,517.89568206625,38297.77876980997
2026/2027,Edo,South,SS,47,5527810,4.0683,0.0,0.0,4.0683,9.9202625,693.3714499999995,224.88789423,0.0,0.0,224.88789423,548.37326250125,38328.25635024498
2026/2027,Edo,South,SS,48,5527810,4.8756,0.0,0.0,4.8756,10.727562500000001,694.1787499999995,269.51390436,0.0,0.0,269.51390436,592.99927263125,38372.88236037497
2026/2027,Edo,South,SS,49,5527810,4.6883,0.0,0.0,4.6883,10.5402625,693.9914499999995,259.16031623,0.0,0.0,259.16031623,582.64568450125,38362.52877224497
2026/2027,Edo,South,SS,50,5527810,3.9601,0.0,0.0,3.9601,9.812062500000001,693.2632499999995,218.90680381,0.0,0.0,218.90680381,542.3921720812501,38322.27525982497
2026/2027,Edo,South,SS,51,5527810,6.15425,0.0,0.0,6.15425,12.0062125,695.4573999999996,340.19524692500005,0.0,0.0,340.19524692500005,663.68061519625,38443.56370293997
2026/2027,Edo,South,SS,52,5527810,3.86445,0.0,0.0,3.86445,9.7164125,693.1675999999995,213.619453545,0.0,0.0,213.619453545,537.10482181625,38316.987909559975
2026/2027,Ekiti,South,SW,1,3398177,27.393800000000002,0.0,10.062162500000003,27.393800000000002,33.245762500000005,716.6969499999996,930.8898110260001,0.0,341.9300917776251,930.8898110260001,1129.7498547496252,24354.630914601483
2026/2027,Ekiti,South,SW,2,3398177,8.0851,0.0,0.0,8.0851,13.937062500000001,697.3882499999995,274.746008627,0.0,0.0,274.746008627,473.606052350625,23698.48711220248
2026/2027,Ekiti,South,SW,3,3398177,4.7273000000000005,0.0,0.0,4.7273000000000005,10.579262500000002,694.0304499999995,160.64202132100002,0.0,0.0,160.64202132100002,359.5020650446251,23584.38312489648
2026/2027,Ekiti,South,SW,4,3398177,4.6581,0.0,0.0,4.6581,10.5100625,693.9612499999995,158.290482837,0.0,0.0,158.290482837,357.150526560625,23582.031586412482
2026/2027,Ekiti,South,SW,5,3398177,6.8375,0.0,0.0,6.8375,12.689462500000001,696.1406499999995,232.350352375,0.0,0.0,232.350352375,431.21039609862504,23656.091455950485
2026/2027,Ekiti,South,SW,6,3398177,6.129650000000001,0.0,0.0,6.129650000000001,11.9816125,695.4327999999995,208.29635648050004,0.0,0.0,208.29635648050004,407.156400204125,23632.03746005598
2026/2027,Ekiti,South,SW,7,3398177,5.572050000000001,0.0,0.0,5.572050000000001,11.424012500000002,694.8751999999995,189.34812152850003,0.0,0.0,189.34812152850003,388.208165252125,23613.089225103984
2026/2027,Ekiti,South,SW,8,3398177,9.96415,0.0,0.0,9.96415,15.816112500000001,699.2672999999995,338.59945354549995,0.0,0.0,338.59945354549995,537.4594972691251,23762.340557120988
2026/2027,Ekiti,South,SW,9,3398177,11.81525,0.0,0.0,11.81525,17.6672125,701.1183999999995,401.5031079925,0.0,0.0,401.5031079925,600.3631517161251,23825.244211567984
2026/2027,Ekiti,South,SW,10,3398177,27.326400000000003,0.0,9.994762500000004,27.326400000000003,33.178362500000006,716.6295499999995,928.5994397280002,0.0,339.6397204796251,928.5994397280002,1127.4594834516251,24352.340543303486
2026/2027,Ekiti,South,SW,11,3398177,85.218,0.0,67.8863625,85.218,91.0699625,774.5211499999995,2895.8584758600005,0.0,2306.8987566116252,2895.8584758600005,3094.718519583625,26319.599579435482
2026/2027,Ekiti,South,SW,12,3398177,290.89880000000005,5.974500000000035,273.56716250000005,290.89880000000005,296.75076250000006,980.2019499999996,9885.256114876001,203.02408486500119,9296.296395627625,9885.256114876001,10084.116158599627,33308.997218451485
2026/2027,Ekiti,South,SW,13,3398177,1182.10605,897.1817500000001,1164.7744125000002,1182.10605,1187.9580125,1871.4091999999996,40170.055906708505,30487.8238766975,39581.096187460134,40170.055906708505,40368.91595043212,63593.79701028398
2026/2027,Ekiti,South,SW,14,3398177,2373.3344,2088.4101,2356.0027625000002,2373.3344,2379.1863625,3062.6375499999995,80650.103713888,70967.871683877,80061.14399463964,80650.103713888,80848.96375761162,104073.84481746347
2026/2027,Ekiti,South,SW,15,3398177,2989.22335,2704.29905,2971.8917125000003,2989.22335,2995.0753125,3678.5265,101579.10035832951,91896.8683283185,100990.14063908113,101579.10035832951,101777.96040205313,125002.841461905
2026/2027,Ekiti,South,SW,16,3398177,1877.3627000000001,1592.4384,1860.0310625000002,1877.3627000000001,1883.2146625,2566.6658499999994,63796.107477979,54113.875447968,63207.14775873063,63796.107477979,63994.96752170262,87219.84858155448
2026/2027,Ekiti,South,SW,17,3398177,1088.3131,803.3888000000001,1070.9814625000001,1088.3131,1094.1650625,1777.6162499999996,36982.80545218701,27300.573422176003,36393.84573293863,36982.80545218701,37181.66549591062,60406.546555762485
2026/2027,Ekiti,South,SW,18,3398177,361.56005000000005,76.63575000000003,344.22841250000005,361.56005000000005,367.41201250000006,1050.8631999999996,12286.4504602885,2604.218430277501,11697.490741040127,12286.4504602885,12485.310504012126,35710.191563863984
2026/2027,Ekiti,South,SW,19,3398177,75.48185000000001,0.0,58.15021250000001,75.48185000000001,81.33381250000001,764.7849999999995,2565.0068658745004,0.0,1976.0471466261254,2565.0068658745004,2763.8669095981254,25988.74796944998
2026/2027,Ekiti,South,SW,20,3398177,15.492050000000003,0.0,0.0,15.492050000000003,21.344012500000005,704.7951999999995,526.4472799285,0.0,0.0,526.4472799285,725.3073236521252,23950.18838350398
2026/2027,Ekiti,South,SW,21,3398177,11.572400000000002,0.0,0.0,11.572400000000002,17.4243625,700.8755499999995,393.2506351480001,0.0,0.0,393.2506351480001,592.110678871625,23816.991738723482
2026/2027,Ekiti,South,SW,22,3398177,11.27065,0.0,0.0,11.27065,17.122612500000002,700.5737999999996,382.9966360505,0.0,0.0,382.9966360505,581.856679774125,23806.737739625984
2026/2027,Ekiti,South,SW,23,3398177,21.6605,0.0,4.3288625,21.6605,27.512462499999998,710.9636499999995,736.062129085,0.0,147.102409836625,736.062129085,934.922172808625,24159.80323266048
2026/2027,Ekiti,South,SW,24,3398177,34.993900000000004,0.0,17.662262500000004,34.993900000000004,40.8458625,724.2970499999996,1189.1546612030002,0.0,600.1949419546252,1189.1546612030002,1388.0147049266252,24612.895764778485
2026/2027,Ekiti,South,SW,25,3398177,57.59285,0.0,40.2612125,57.59285,63.4448125,746.8959999999995,1957.1069823444998,0.0,1368.1472630961248,1957.1069823444998,2155.9670260681246,25380.84808591998
2026/2027,Ekiti,South,SW,26,3398177,142.73995000000002,0.0,125.40831250000002,142.73995000000002,148.59191250000003,832.0430999999995,4850.556150711501,0.0,4261.596431463126,4850.556150711501,5049.416194435126,28274.297254286987
2026/2027,Ekiti,South,SW,27,3398177,329.54705,44.622749999999996,312.2154125,329.54705,335.3990125,1018.8501999999995,11198.5920572785,1516.3600272674998,10609.632338030126,11198.5920572785,11397.452101002125,34622.33316085398
2026/2027,Ekiti,South,SW,28,3398177,495.6807,210.75639999999999,478.3490625,495.6807,501.5326625,1184.9838499999996,16844.107540839,7161.875510827999,16255.147821590626,16844.107540839,17042.967584562626,40267.84864441449
2026/2027,Ekiti,South,SW,29,3398177,465.44995,180.52564999999998,448.1183125,465.44995,471.3019125,1154.7530999999994,15816.8131474115,6134.581117400499,15227.853428163125,15816.8131474115,16015.673191135125,39240.554250986985
2026/2027,Ekiti,South,SW,30,3398177,283.47985000000006,0.0,266.14821250000006,283.47985000000006,289.33181250000007,972.7829999999996,9633.147062334501,0.0,9044.187343086127,9633.147062334501,9832.007106058129,33056.888165909986
2026/2027,Ekiti,South,SW,31,3398177,94.8465,0.0,77.5148625,94.8465,100.6984625,784.1496499999995,3223.051948305,0.0,2634.0922290566255,3223.051948305,3421.911992028625,26646.793051880482
2026/2027,Ekiti,South,SW,32,3398177,27.0878,0.0,9.756162500000002,27.0878,32.9397625,716.3909499999995,920.491389406,0.0,331.53167015762506,920.491389406,1119.351433129625,24344.232492981482
2026/2027,Ekiti,South,SW,33,3398177,12.74635,0.0,0.0,12.74635,18.5983125,702.0494999999995,433.14353403949997,0.0,0.0,433.14353403949997,632.0035777631249,23856.884637614985
2026/2027,Ekiti,South,SW,34,3398177,4.3022,0.0,0.0,4.3022,10.154162500000002,693.6053499999995,146.196370894,0.0,0.0,146.196370894,345.056414617625,23569.93747446948
2026/2027,Ekiti,South,SW,35,3398177,5.764900000000001,0.0,0.0,5.764900000000001,11.616862500000002,695.0680499999995,195.90150587300002,0.0,0.0,195.90150587300002,394.76154959662506,23619.642609448485
2026/2027,Ekiti,South,SW,36,3398177,4.4376999999999995,0.0,0.0,4.4376999999999995,10.2896625,693.7408499999995,150.80090072899998,0.0,0.0,150.80090072899998,349.660944452625,23574.54200430448
2026/2027,Ekiti,South,SW,37,3398177,4.543900000000001,0.0,0.0,4.543900000000001,10.395862500000002,693.8470499999995,154.409764703,0.0,0.0,154.409764703,353.26980842662505,23578.150868278484
2026/2027,Ekiti,South,SW,38,3398177,5.2633,0.0,0.0,5.2633,11.1152625,694.5664499999995,178.85625004099998,0.0,0.0,178.85625004099998,377.716293764625,23602.597353616482
2026/2027,Ekiti,South,SW,39,3398177,6.8416500000000005,0.0,0.0,6.8416500000000005,12.6936125,696.1447999999995,232.49137672050003,0.0,0.0,232.49137672050003,431.35142044412504,23656.23248029598
2026/2027,Ekiti,South,SW,40,3398177,4.1066,0.0,0.0,4.1066,9.958562500000001,693.4097499999995,139.54953668200002,0.0,0.0,139.54953668200002,338.40958040562504,23563.29064025748
2026/2027,Ekiti,South,SW,41,3398177,6.862500000000001,0.0,0.0,6.862500000000001,12.714462500000002,696.1656499999995,233.199896625,0.0,0.0,233.199896625,432.05994034862505,23656.94100020048
2026/2027,Ekiti,South,SW,42,3398177,6.61375,0.0,0.0,6.61375,12.4657125,695.9168999999995,224.7469313375,0.0,0.0,224.7469313375,423.606975061125,23648.48803491298
2026/2027,Ekiti,South,SW,43,3398177,6.04415,0.0,0.0,6.04415,11.896112500000001,695.3472999999994,205.3909151455,0.0,0.0,205.3909151455,404.25095886912504,23629.13201872098
2026/2027,Ekiti,South,SW,44,3398177,5.43215,0.0,0.0,5.43215,11.2841125,694.7352999999995,184.5940719055,0.0,0.0,184.5940719055,383.454115629125,23608.33517548098
2026/2027,Ekiti,South,SW,45,3398177,5.99265,0.0,0.0,5.99265,11.8446125,695.2957999999995,203.6408539905,0.0,0.0,203.6408539905,402.500897714125,23627.381957565984
2026/2027,Ekiti,South,SW,46,3398177,4.65685,0.0,0.0,4.65685,10.508812500000001,693.9599999999995,158.24800562450002,0.0,0.0,158.24800562450002,357.108049348125,23581.98910919998
2026/2027,Ekiti,South,SW,47,3398177,5.33945,0.0,0.0,5.33945,11.191412500000002,694.6425999999996,181.4439618265,0.0,0.0,181.4439618265,380.3040055501251,23605.185065401984
2026/2027,Ekiti,South,SW,48,3398177,5.3426,0.0,0.0,5.3426,11.1945625,694.6457499999995,181.55100440200002,0.0,0.0,181.55100440200002,380.41104812562503,23605.292107977482
2026/2027,Ekiti,South,SW,49,3398177,5.4574,0.0,0.0,5.4574,11.3093625,694.7605499999995,185.45211159800002,0.0,0.0,185.45211159800002,384.312155321625,23609.193215173484
2026/2027,Ekiti,South,SW,50,3398177,3.4139500000000003,0.0,0.0,3.4139500000000003,9.2659125,692.7170999999995,116.01206369150002,0.0,0.0,116.01206369150002,314.872107415125,23539.753167266983
2026/2027,Ekiti,South,SW,51,3398177,4.27005,0.0,0.0,4.27005,10.1220125,693.5731999999995,145.1038569885,0.0,0.0,145.1038569885,343.963900712125,23568.844960563983
2026/2027,Ekiti,South,SW,52,3398177,5.11885,0.0,0.0,5.11885,10.970812500000001,694.4219999999995,173.9475833645,0.0,0.0,173.9475833645,372.80762708812506,23597.688686939982
2026/2027,Enugu,South,SE,1,5396098,29.6788,0.0,12.3471625,29.6788,35.5307625,718.9819499999995,1601.497133224,0.0,666.2649887192499,1601.497133224,1917.27476464725,38796.970624310976
2026/2027,Enugu,South,SE,2,5396098,6.181150000000001,0.0,0.0,6.181150000000001,12.033112500000001,695.4842999999995,333.54091152700005,0.0,0.0,333.54091152700005,649.31854295025,37529.014402613975
2026/2027,Enugu,South,SE,3,5396098,5.91465,0.0,0.0,5.91465,11.7666125,695.2177999999996,319.160310357,0.0,0.0,319.160310357,634.9379417802501,37514.633801443975
2026/2027,Enugu,South,SE,4,5396098,5.23115,0.0,0.0,5.23115,11.083112500000002,694.5342999999995,282.277980527,0.0,0.0,282.277980527,598.0556119502501,37477.75147161397
2026/2027,Enugu,South,SE,5,5396098,7.035,0.0,0.0,7.035,12.886962500000001,696.3381499999995,379.6154943,0.0,0.0,379.6154943,695.39312572325,37575.088985386974
2026/2027,Enugu,South,SE,6,5396098,5.5796,0.0,0.0,5.5796,11.431562500000002,694.8827499999995,301.080684008,0.0,0.0,301.080684008,616.8583154312502,37496.55417509498
2026/2027,Enugu,South,SE,7,5396098,5.102,0.0,0.0,5.102,10.953962500000001,694.4051499999995,275.30891996,0.0,0.0,275.30891996,591.08655138325,37470.782411046974
2026/2027,Enugu,South,SE,8,5396098,14.757950000000001,0.0,0.0,14.757950000000001,20.6099125,704.0610999999996,796.353444791,0.0,0.0,796.353444791,1112.13107621425,37991.82693587798
2026/2027,Enugu,South,SE,9,5396098,19.15655,0.0,1.8249125,19.15655,25.008512500000002,708.4596999999995,1033.706211419,0.0,98.47406691424999,1033.706211419,1349.4838428422502,38229.17970250597
2026/2027,Enugu,South,SE,10,5396098,26.050150000000002,0.0,8.718512500000003,26.050150000000002,31.9021125,715.3532999999995,1405.691623147,0.0,470.45947864225013,1405.691623147,1721.4692545702503,38601.165114233976
2026/2027,Enugu,South,SE,11,5396098,84.5832,0.0,67.2515625,84.5832,90.4351625,773.8863499999995,4564.192363536,0.0,3628.9602190312503,4564.192363536,4879.9699949592505,41759.665854622974
2026/2027,Enugu,South,SE,12,5396098,273.3881,0.0,256.0564625,273.3881,279.2400625,962.6912499999995,14752.289796338,0.0,13817.057651833251,14752.289796338,15068.067427761252,51947.763287424976
2026/2027,Enugu,South,SE,13,5396098,743.5688,458.6445,726.2371625000001,743.5688,749.4207625,1432.8719499999995,40123.701145424,24748.90669161,39188.46900091925,40123.701145424,40439.47877684725,77319.17463651097
2026/2027,Enugu,South,SE,14,5396098,1434.06495,1149.1406499999998,1416.7333125,1434.06495,1439.9169124999999,2123.3680999999997,77383.550085651,62008.75563183699,76448.31794114625,77383.550085651,77699.32771707424,114579.02357673798
